"REF_DATE","GEO","DGUID","Level of study","Type of debt source","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2005","Quebec","2016A000224","Master's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835881","6.3.1.4","28","","","","0"
"2005","Quebec","2016A000224","Master's","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835882","6.3.1.5","13300","","","","0"
"2005","Quebec","2016A000224","Master's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835883","6.3.2.1","42","","","","0"
"2005","Quebec","2016A000224","Master's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835884","6.3.2.2","10","","","","0"
"2005","Quebec","2016A000224","Master's","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88835885","6.3.2.3","13000","","","","0"
"2005","Quebec","2016A000224","Master's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835886","6.3.2.4","26","","","","0"
"2005","Quebec","2016A000224","Master's","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835887","6.3.2.5","11000","","","","0"
"2005","Quebec","2016A000224","Master's","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835888","6.3.3.1","13","","","","0"
"2005","Quebec","2016A000224","Master's","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835889","6.3.3.2","18","E","","","0"
"2005","Quebec","2016A000224","Master's","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88835890","6.3.3.3","14400","E","","","0"
"2005","Quebec","2016A000224","Master's","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835891","6.3.3.4","40","","","","0"
"2005","Quebec","2016A000224","Master's","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835892","6.3.3.5","14800","E","","","0"
"2005","Quebec","2016A000224","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835893","6.4.1.1","48","","","","0"
"2005","Quebec","2016A000224","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835894","6.4.1.2","32","","","","0"
"2005","Quebec","2016A000224","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88835895","6.4.1.3","21100","","","","0"
"2005","Quebec","2016A000224","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835896","6.4.1.4","26","","","","0"
"2005","Quebec","2016A000224","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835897","6.4.1.5","17500","","","","0"
"2005","Quebec","2016A000224","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835898","6.4.2.1","42","","","","0"
"2005","Quebec","2016A000224","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835899","6.4.2.2","28","","","","0"
"2005","Quebec","2016A000224","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88835900","6.4.2.3","18500","","","","0"
"2005","Quebec","2016A000224","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835901","6.4.2.4","25","","","","0"
"2005","Quebec","2016A000224","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835902","6.4.2.5","15700","","","","0"
"2005","Quebec","2016A000224","Doctorate","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835903","6.4.3.1","16","","","","0"
"2005","Quebec","2016A000224","Doctorate","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835904","6.4.3.2","14","","","","0"
"2005","Quebec","2016A000224","Doctorate","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88835905","6.4.3.3","15700","","","","0"
"2005","Quebec","2016A000224","Doctorate","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835906","6.4.3.4","41","","","","0"
"2005","Quebec","2016A000224","Doctorate","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835907","6.4.3.5","14200","","","","0"
"2005","Ontario","2016A000235","College","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835908","7.1.1.1","44","","","","0"
"2005","Ontario","2016A000235","College","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835909","7.1.1.2","16","","","","0"
"2005","Ontario","2016A000235","College","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88835910","7.1.1.3","15200","","","","0"
"2005","Ontario","2016A000235","College","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835911","7.1.1.4","20","","","","0"
"2005","Ontario","2016A000235","College","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835912","7.1.1.5","13500","","","","0"
"2005","Ontario","2016A000235","College","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835913","7.1.2.1","32","","","","0"
"2005","Ontario","2016A000235","College","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835914","7.1.2.2","15","E","","","0"
"2005","Ontario","2016A000235","College","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88835915","7.1.2.3","13900","","","","0"
"2005","Ontario","2016A000235","College","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835916","7.1.2.4","17","","","","0"
"2005","Ontario","2016A000235","College","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835917","7.1.2.5","12200","","","","0"
"2005","Ontario","2016A000235","College","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835918","7.1.3.1","21","","","","0"
"2005","Ontario","2016A000235","College","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835919","7.1.3.2","7","E","","","0"
"2005","Ontario","2016A000235","College","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88835920","7.1.3.3","11000","","","","0"
"2005","Ontario","2016A000235","College","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835921","7.1.3.4","30","","","","0"
"2005","Ontario","2016A000235","College","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835922","7.1.3.5","10700","","","","0"
"2005","Ontario","2016A000235","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835923","7.2.1.1","54","","","","0"
"2005","Ontario","2016A000235","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835924","7.2.1.2","41","","","","0"
"2005","Ontario","2016A000235","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88835925","7.2.1.3","23700","","","","0"
"2005","Ontario","2016A000235","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835926","7.2.1.4","33","","","","0"
"2005","Ontario","2016A000235","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835927","7.2.1.5","22100","","","","0"
"2005","Ontario","2016A000235","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835928","7.2.2.1","41","","","","0"
"2005","Ontario","2016A000235","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835929","7.2.2.2","33","","","","0"
"2005","Ontario","2016A000235","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88835930","7.2.2.3","19400","","","","0"
"2005","Ontario","2016A000235","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835931","7.2.2.4","37","","","","0"
"2005","Ontario","2016A000235","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835932","7.2.2.5","17200","","","","0"
"2005","Ontario","2016A000235","Bachelor's","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835933","7.2.3.1","30","","","","0"
"2005","Ontario","2016A000235","Bachelor's","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835934","7.2.3.2","16","","","","0"
"2005","Ontario","2016A000235","Bachelor's","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88835935","7.2.3.3","15800","","","","0"
"2005","Ontario","2016A000235","Bachelor's","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835936","7.2.3.4","38","","","","0"
"2005","Ontario","2016A000235","Bachelor's","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835937","7.2.3.5","18000","","","","0"
"2005","Ontario","2016A000235","Master's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835938","7.3.1.1","48","","","","0"
"2005","Ontario","2016A000235","Master's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835939","7.3.1.2","43","","","","0"
"2005","Ontario","2016A000235","Master's","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88835940","7.3.1.3","26600","","","","0"
"2005","Ontario","2016A000235","Master's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835941","7.3.1.4","33","","","","0"
"2005","Ontario","2016A000235","Master's","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835942","7.3.1.5","21400","","","","0"
"2005","Ontario","2016A000235","Master's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835943","7.3.2.1","32","","","","0"
"2005","Ontario","2016A000235","Master's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835944","7.3.2.2","34","","","","0"
"2005","Ontario","2016A000235","Master's","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88835945","7.3.2.3","21200","","","","0"
"2005","Ontario","2016A000235","Master's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835946","7.3.2.4","36","","","","0"
"2005","Ontario","2016A000235","Master's","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835947","7.3.2.5","17300","","","","0"
"2005","Ontario","2016A000235","Master's","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835948","7.3.3.1","28","","","","0"
"2005","Ontario","2016A000235","Master's","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835949","7.3.3.2","32","","","","0"
"2005","Ontario","2016A000235","Master's","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88835950","7.3.3.3","22200","","","","0"
"2005","Ontario","2016A000235","Master's","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835951","7.3.3.4","36","","","","0"
"2005","Ontario","2016A000235","Master's","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835952","7.3.3.5","19000","","","","0"
"2005","Ontario","2016A000235","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835953","7.4.1.1","46","","","","0"
"2005","Ontario","2016A000235","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835954","7.4.1.2","42","","","","0"
"2005","Ontario","2016A000235","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88835955","7.4.1.3","27800","","","","0"
"2005","Ontario","2016A000235","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835956","7.4.1.4","36","","","","0"
"2005","Ontario","2016A000235","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835957","7.4.1.5","26400","","","","0"
"2005","Ontario","2016A000235","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835958","7.4.2.1","36","","","","0"
"2005","Ontario","2016A000235","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835959","7.4.2.2","39","","","","0"
"2005","Ontario","2016A000235","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88835960","7.4.2.3","25200","","","","0"
"2005","Ontario","2016A000235","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835961","7.4.2.4","37","","","","0"
"2005","Ontario","2016A000235","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835962","7.4.2.5","23100","","","","0"
"2005","Ontario","2016A000235","Doctorate","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835963","7.4.3.1","23","","","","0"
"2005","Ontario","2016A000235","Doctorate","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835964","7.4.3.2","17","","","","0"
"2005","Ontario","2016A000235","Doctorate","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88835965","7.4.3.3","17300","","","","0"
"2005","Ontario","2016A000235","Doctorate","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835966","7.4.3.4","39","","","","0"
"2005","Ontario","2016A000235","Doctorate","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835967","7.4.3.5","19100","","","","0"
"2005","Manitoba","2016A000246","College","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835968","8.1.1.1","37","","","","0"
"2005","Manitoba","2016A000246","College","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835969","8.1.1.2","9","E","","","0"
"2005","Manitoba","2016A000246","College","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88835970","8.1.1.3","10800","","","","0"
"2005","Manitoba","2016A000246","College","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835971","8.1.1.4","29","","","","0"
"2005","Manitoba","2016A000246","College","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835972","8.1.1.5","8400","","","","0"
"2005","Manitoba","2016A000246","College","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835973","8.1.2.1","20","","","","0"
"2005","Manitoba","2016A000246","College","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835974","8.1.2.2","","F","","","0"
"2005","Manitoba","2016A000246","College","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88835975","8.1.2.3","10600","","","","0"
"2005","Manitoba","2016A000246","College","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835976","8.1.2.4","23","","","","0"
"2005","Manitoba","2016A000246","College","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835977","8.1.2.5","8400","","","","0"
"2005","Manitoba","2016A000246","College","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835978","8.1.3.1","25","","","","0"
"2005","Manitoba","2016A000246","College","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835979","8.1.3.2","","F","","","0"
"2005","Manitoba","2016A000246","College","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88835980","8.1.3.3","7700","","","","0"
"2005","Manitoba","2016A000246","College","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835981","8.1.3.4","44","","","","0"
"2005","Manitoba","2016A000246","College","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835982","8.1.3.5","6800","","","","0"
"2005","Manitoba","2016A000246","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835983","8.2.1.1","51","","","","0"
"2005","Manitoba","2016A000246","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835984","8.2.1.2","33","","","","0"
"2005","Manitoba","2016A000246","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88835985","8.2.1.3","19800","","","","0"
"2005","Manitoba","2016A000246","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835986","8.2.1.4","26","","","","0"
"2005","Manitoba","2016A000246","Bachelor's","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835987","8.2.1.5","17000","","","","0"
"2005","Manitoba","2016A000246","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835988","8.2.2.1","37","","","","0"
"2005","Manitoba","2016A000246","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835989","8.2.2.2","26","","","","0"
"2005","Manitoba","2016A000246","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88835990","8.2.2.3","18200","","","","0"
"2005","Manitoba","2016A000246","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835991","8.2.2.4","21","","","","0"
"2005","Manitoba","2016A000246","Bachelor's","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835992","8.2.2.5","15400","","","","0"
"2005","Manitoba","2016A000246","Bachelor's","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835993","8.2.3.1","31","","","","0"
"2005","Manitoba","2016A000246","Bachelor's","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835994","8.2.3.2","9","E","","","0"
"2005","Manitoba","2016A000246","Bachelor's","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88835995","8.2.3.3","10700","","","","0"
"2005","Manitoba","2016A000246","Bachelor's","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88835996","8.2.3.4","42","","","","0"
"2005","Manitoba","2016A000246","Bachelor's","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88835997","8.2.3.5","10700","","","","0"
"2005","Manitoba","2016A000246","Master's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88835998","8.3.1.1","45","","","","0"
"2005","Manitoba","2016A000246","Master's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88835999","8.3.1.2","47","E","","","0"
"2005","Manitoba","2016A000246","Master's","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88836000","8.3.1.3","31500","E","","","0"
"2005","Manitoba","2016A000246","Master's","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88836001","8.3.1.4","35","E","","","0"
"2005","Manitoba","2016A000246","Master's","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88836002","8.3.1.5","40800","E","","","0"
"2005","Manitoba","2016A000246","Master's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88836003","8.3.2.1","27","","","","0"
"2005","Manitoba","2016A000246","Master's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836004","8.3.2.2","46","E","","","0"
"2005","Manitoba","2016A000246","Master's","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88836005","8.3.2.3","28900","E","","","0"
"2005","Manitoba","2016A000246","Master's","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88836006","8.3.2.4","42","E","","","0"
"2005","Manitoba","2016A000246","Master's","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88836007","8.3.2.5","","F","","","0"
"2005","Manitoba","2016A000246","Master's","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88836008","8.3.3.1","34","","","","0"
"2005","Manitoba","2016A000246","Master's","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836009","8.3.3.2","","F","","","0"
"2005","Manitoba","2016A000246","Master's","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88836010","8.3.3.3","19000","E","","","0"
"2005","Manitoba","2016A000246","Master's","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88836011","8.3.3.4","34","E","","","0"
"2005","Manitoba","2016A000246","Master's","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88836012","8.3.3.5","","F","","","0"
"2005","Manitoba","2016A000246","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88836013","8.4.1.1","33","","","","0"
"2005","Manitoba","2016A000246","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836014","8.4.1.2","34","E","","","0"
"2005","Manitoba","2016A000246","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Average debt owed to the source at graduation","Dollars","81","units","0","v88836015","8.4.1.3","24100","","","","0"
"2005","Manitoba","2016A000246","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88836016","8.4.1.4","","x","","","0"
"2005","Manitoba","2016A000246","Doctorate","Graduates who owed money for their education to any source (government or non-government)","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88836017","8.4.1.5","19300","","","","0"
"2005","Manitoba","2016A000246","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88836018","8.4.2.1","19","","","","0"
"2005","Manitoba","2016A000246","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836019","8.4.2.2","","x","","","0"
"2005","Manitoba","2016A000246","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Average debt owed to the source at graduation","Dollars","81","units","0","v88836020","8.4.2.3","20500","","","","0"
"2005","Manitoba","2016A000246","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88836021","8.4.2.4","","x","","","0"
"2005","Manitoba","2016A000246","Doctorate","Graduates who owed money for their education to government-sponsored student loans","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88836022","8.4.2.5","17500","","","","0"
"2005","Manitoba","2016A000246","Doctorate","Graduates who owed money for their education to non-government sources","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88836023","8.4.3.1","20","","","","0"
"2005","Manitoba","2016A000246","Doctorate","Graduates who owed money for their education to non-government sources","Percentage of graduates with large debt at graduation ($25,000 and over)","Percent","239","units","0","v88836024","8.4.3.2","","x","","","0"
"2005","Manitoba","2016A000246","Doctorate","Graduates who owed money for their education to non-government sources","Average debt owed to the source at graduation","Dollars","81","units","0","v88836025","8.4.3.3","19900","","","","0"
"2005","Manitoba","2016A000246","Doctorate","Graduates who owed money for their education to non-government sources","Percentage of graduates with debt who had paid it off at time of interview","Percent","239","units","0","v88836026","8.4.3.4","","x","","","0"
"2005","Manitoba","2016A000246","Doctorate","Graduates who owed money for their education to non-government sources","Average debt remaining at time of interview for those who still owed","Dollars","81","units","0","v88836027","8.4.3.5","16800","","","","0"
"2005","Saskatchewan","2016A000247","College","Graduates who owed money for their education to any source (government or non-government)","Percentage of graduates who owed debt to the source at graduation","Percent","239","units","0","v88836028","9.1.1.1","48","","","","0"
